"provname","epiyr","biweek","time","cases","year","beta","betahigh","betalow"
"national",2012,25,2011.92307692308,235,2011,6.76921433026847e-06,7.10320214449445e-06,6.45076905027468e-06
"national",2012,26,2011.96153846154,315,2011,3.4011941719963e-06,3.57812114881231e-06,3.23283314216989e-06
"national",2012,1,2012,229,2012,4.64747889129841e-06,4.87947429820817e-06,4.4262270532851e-06
"national",2012,2,2012.03846153846,111,2012,4.30798186091561e-06,4.51841940395325e-06,4.10701769412882e-06
"national",2012,3,2012.07692307692,114,2012,5.26160107027342e-06,5.51131377259037e-06,5.02282624748834e-06
"national",2012,4,2012.11538461538,139,2012,6.34533634428577e-06,6.63841648447531e-06,6.06486859719509e-06
"national",2012,5,2012.15384615385,186,2012,6.09068377582006e-06,6.37522758398585e-06,5.8185752780824e-06
"national",2012,6,2012.19230769231,254,2012,5.48490801082405e-06,5.74555600566255e-06,5.23585040909267e-06
"national",2012,7,2012.23076923077,375,2012,6.15432790641088e-06,6.4420353062358e-06,5.87925995440689e-06
"national",2012,8,2012.26923076923,462,2012,8.70396403564215e-06,9.10713194657696e-06,8.31839818558098e-06
"national",2012,9,2012.30769230769,622,2012,8.82845832717577e-06,9.25197759411484e-06,8.42411100082376e-06
"national",2012,10,2012.34615384615,1001,2012,1.09641971926207e-05,1.15085377183507e-05,1.04453348162491e-05
"national",2012,11,2012.38461538462,1558,2012,1.04477308447764e-05,1.09946909511223e-05,9.92774152254617e-06
"national",2012,12,2012.42307692308,2395,2012,1.04017090599461e-05,1.09698221822994e-05,9.86276613382653e-06
"national",2012,13,2012.46153846154,3570,2012,9.3841493761996e-06,9.91394405742232e-06,8.88242963404574e-06
"national",2012,14,2012.5,4863,2012,9.38778656169053e-06,9.92519892940412e-06,8.87924185069016e-06
"national",2012,15,2012.53846153846,4249,2012,9.349873276871e-06,9.89138806281296e-06,8.83776604675345e-06
"national",2012,16,2012.57692307692,3897,2012,8.61861429117212e-06,9.12113303101348e-06,8.14355757932735e-06
"national",2012,17,2012.61538461538,3928,2012,8.65208032374721e-06,9.15380679979868e-06,8.17762889459015e-06
"national",2012,18,2012.65384615385,3206,2012,8.22132403347405e-06,8.69489768206121e-06,7.77332981477007e-06
"national",2012,19,2012.69230769231,2885,2012,7.02921456852972e-06,7.42888372138797e-06,6.65087011800277e-06
"national",2012,20,2012.73076923077,1972,2012,6.96640217592822e-06,7.35243159356617e-06,6.60046560168002e-06
"national",2012,21,2012.76923076923,1952,2012,7.55823232372803e-06,7.96575388790474e-06,7.17139083568721e-06
"national",2012,22,2012.80769230769,1293,2012,6.00653496086342e-06,6.32799172335408e-06,5.70127313075277e-06
"national",2012,23,2012.84615384615,1082,2012,5.94411820349498e-06,6.25337563193856e-06,5.65001990963156e-06
"national",2012,24,2012.88461538462,735,2012,5.37674551723084e-06,5.65193852522482e-06,5.11481167961566e-06
"national",2012,25,2012.92307692308,561,2012,6.76921433026847e-06,7.10320214449445e-06,6.45076905027468e-06
"national",2012,26,2012.96153846154,712,2012,3.4011941719963e-06,3.57812114881231e-06,3.23283314216989e-06
"national",2019,1,2013,170,2013,9.34124437363963e-06,9.62661603024853e-06,9.06417843425284e-06
"national",2019,2,2013.03846153846,294,2013,9.52571134069273e-06,9.81136230565107e-06,9.24819647025638e-06
"national",2019,3,2013.07692307692,182,2013,1.04143802893246e-05,1.07213179755592e-05,1.01160200047625e-05
"national",2019,4,2013.11538461538,166,2013,1.1203360137011e-05,1.15301441149052e-05,1.08856123279925e-05
"national",2019,5,2013.15384615385,204,2013,1.08689808618474e-05,1.11861953000212e-05,1.05605424653949e-05
"national",2019,6,2013.19230769231,254,2013,1.32063003105532e-05,1.35847657530428e-05,1.28381462626831e-05
"national",2019,7,2013.23076923077,245,2013,1.07355515806052e-05,1.10493357892439e-05,1.043049425487e-05
"national",2019,8,2013.26923076923,265,2013,1.22825847755611e-05,1.26373468669516e-05,1.19375869026132e-05
"national",2019,9,2013.30769230769,312,2013,1.51177078947287e-05,1.55505886672583e-05,1.46966740690413e-05
"national",2019,10,2013.34615384615,464,2013,1.46544223232815e-05,1.50857402036662e-05,1.42352327298692e-05
"national",2019,11,2013.38461538462,684,2013,1.72817415258542e-05,1.77972617182183e-05,1.67809200345876e-05
"national",2019,12,2013.42307692308,1206,2013,1.50076997855109e-05,1.54711043249092e-05,1.45579645720042e-05
"national",2019,13,2013.46153846154,1536,2013,2.03430263670435e-05,2.09787761571901e-05,1.97262431673434e-05
"national",2019,14,2013.5,1829,2013,1.69125132138696e-05,1.74580023361203e-05,1.63838390966413e-05
"national",2019,15,2013.53846153846,2268,2013,1.5327927624063e-05,1.58282177364001e-05,1.48432478225961e-05
"national",2019,16,2013.57692307692,1693,2013,1.51488132612202e-05,1.56459727602673e-05,1.46672304179118e-05
"national",2019,17,2013.61538461538,1206,2013,1.58194727901796e-05,1.63370428698981e-05,1.53180631350419e-05
"national",2019,18,2013.65384615385,1056,2013,1.48857131806288e-05,1.53717013758881e-05,1.44148633607619e-05
"national",2019,19,2013.69230769231,725,2013,1.34893747475206e-05,1.39233662462766e-05,1.30687194671284e-05
"national",2019,20,2013.73076923077,583,2013,1.54840449591539e-05,1.59712642925882e-05,1.5011479687873e-05
"national",2019,21,2013.76923076923,494,2013,1.60319428752821e-05,1.65336876970573e-05,1.55452173528258e-05
"national",2019,22,2013.80769230769,517,2013,1.50113313420947e-05,1.54823234958254e-05,1.45544683702033e-05
"national",2019,23,2013.84615384615,507,2013,1.4951131292301e-05,1.54176223831956e-05,1.44985545935525e-05
"national",2019,24,2013.88461538462,363,2013,1.23006097763614e-05,1.26837440994476e-05,1.19288895394402e-05
"national",2019,25,2013.92307692308,233,2013,1.18218834701481e-05,1.21838778246492e-05,1.14704941942927e-05
"national",2019,26,2013.96153846154,80,2013,1.18988904512262e-05,1.22659010953632e-05,1.15426724614842e-05
"national",2019,1,2014,63,2014,9.34124437363963e-06,9.62661603024853e-06,9.06417843425284e-06
"national",2019,2,2014.03846153846,47,2014,9.52571134069273e-06,9.81136230565107e-06,9.24819647025638e-06
"national",2019,3,2014.07692307692,27,2014,1.04143802893246e-05,1.07213179755592e-05,1.01160200047625e-05
"national",2019,4,2014.11538461538,23,2014,1.1203360137011e-05,1.15301441149052e-05,1.08856123279925e-05
"national",2019,5,2014.15384615385,30,2014,1.08689808618474e-05,1.11861953000212e-05,1.05605424653949e-05
"national",2019,6,2014.19230769231,28,2014,1.32063003105532e-05,1.35847657530428e-05,1.28381462626831e-05
"national",2019,7,2014.23076923077,47,2014,1.07355515806052e-05,1.10493357892439e-05,1.043049425487e-05
"national",2019,8,2014.26923076923,53,2014,1.22825847755611e-05,1.26373468669516e-05,1.19375869026132e-05
"national",2019,9,2014.30769230769,60,2014,1.51177078947287e-05,1.55505886672583e-05,1.46966740690413e-05
"national",2019,10,2014.34615384615,97,2014,1.46544223232815e-05,1.50857402036662e-05,1.42352327298692e-05
"national",2019,11,2014.38461538462,142,2014,1.72817415258542e-05,1.77972617182183e-05,1.67809200345876e-05
"national",2019,12,2014.42307692308,223,2014,1.50076997855109e-05,1.54711043249092e-05,1.45579645720042e-05
"national",2019,13,2014.46153846154,216,2014,2.03430263670435e-05,2.09787761571901e-05,1.97262431673434e-05
"national",2019,14,2014.5,238,2014,1.69125132138696e-05,1.74580023361203e-05,1.63838390966413e-05
"national",2019,15,2014.53846153846,277,2014,1.5327927624063e-05,1.58282177364001e-05,1.48432478225961e-05
"national",2019,16,2014.57692307692,220,2014,1.51488132612202e-05,1.56459727602673e-05,1.46672304179118e-05
"national",2019,17,2014.61538461538,329,2014,1.58194727901796e-05,1.63370428698981e-05,1.53180631350419e-05
"national",2019,18,2014.65384615385,279,2014,1.48857131806288e-05,1.53717013758881e-05,1.44148633607619e-05
"national",2019,19,2014.69230769231,252,2014,1.34893747475206e-05,1.39233662462766e-05,1.30687194671284e-05
"national",2019,20,2014.73076923077,157,2014,1.54840449591539e-05,1.59712642925882e-05,1.5011479687873e-05
"national",2019,21,2014.76923076923,173,2014,1.60319428752821e-05,1.65336876970573e-05,1.55452173528258e-05
"national",2019,22,2014.80769230769,151,2014,1.50113313420947e-05,1.54823234958254e-05,1.45544683702033e-05
"national",2019,23,2014.84615384615,150,2014,1.4951131292301e-05,1.54176223831956e-05,1.44985545935525e-05
"national",2019,24,2014.88461538462,184,2014,1.23006097763614e-05,1.26837440994476e-05,1.19288895394402e-05
"national",2019,25,2014.92307692308,131,2014,1.18218834701481e-05,1.21838778246492e-05,1.14704941942927e-05
"national",2019,26,2014.96153846154,133,2014,1.18988904512262e-05,1.22659010953632e-05,1.15426724614842e-05
"national",2019,1,2015,224,2015,9.34124437363963e-06,9.62661603024853e-06,9.06417843425284e-06
"national",2019,2,2015.03846153846,67,2015,9.52571134069273e-06,9.81136230565107e-06,9.24819647025638e-06
"national",2019,3,2015.07692307692,59,2015,1.04143802893246e-05,1.07213179755592e-05,1.01160200047625e-05
"national",2019,4,2015.11538461538,48,2015,1.1203360137011e-05,1.15301441149052e-05,1.08856123279925e-05
"national",2019,5,2015.15384615385,46,2015,1.08689808618474e-05,1.11861953000212e-05,1.05605424653949e-05
"national",2019,6,2015.19230769231,52,2015,1.32063003105532e-05,1.35847657530428e-05,1.28381462626831e-05
"national",2019,7,2015.23076923077,70,2015,1.07355515806052e-05,1.10493357892439e-05,1.043049425487e-05
"national",2019,8,2015.26923076923,89,2015,1.22825847755611e-05,1.26373468669516e-05,1.19375869026132e-05
"national",2019,9,2015.30769230769,80,2015,1.51177078947287e-05,1.55505886672583e-05,1.46966740690413e-05
"national",2019,10,2015.34615384615,154,2015,1.46544223232815e-05,1.50857402036662e-05,1.42352327298692e-05
"national",2019,11,2015.38461538462,259,2015,1.72817415258542e-05,1.77972617182183e-05,1.67809200345876e-05
"national",2019,12,2015.42307692308,386,2015,1.50076997855109e-05,1.54711043249092e-05,1.45579645720042e-05
"national",2019,13,2015.46153846154,552,2015,2.03430263670435e-05,2.09787761571901e-05,1.97262431673434e-05
"national",2019,14,2015.5,786,2015,1.69125132138696e-05,1.74580023361203e-05,1.63838390966413e-05
"national",2019,15,2015.53846153846,1103,2015,1.5327927624063e-05,1.58282177364001e-05,1.48432478225961e-05
"national",2019,16,2015.57692307692,1484,2015,1.51488132612202e-05,1.56459727602673e-05,1.46672304179118e-05
"national",2019,17,2015.61538461538,1673,2015,1.58194727901796e-05,1.63370428698981e-05,1.53180631350419e-05
"national",2019,18,2015.65384615385,1637,2015,1.48857131806288e-05,1.53717013758881e-05,1.44148633607619e-05
"national",2019,19,2015.69230769231,1531,2015,1.34893747475206e-05,1.39233662462766e-05,1.30687194671284e-05
"national",2019,20,2015.73076923077,1192,2015,1.54840449591539e-05,1.59712642925882e-05,1.5011479687873e-05
"national",2019,21,2015.76923076923,939,2015,1.60319428752821e-05,1.65336876970573e-05,1.55452173528258e-05
"national",2019,22,2015.80769230769,769,2015,1.50113313420947e-05,1.54823234958254e-05,1.45544683702033e-05
"national",2019,23,2015.84615384615,701,2015,1.4951131292301e-05,1.54176223831956e-05,1.44985545935525e-05
"national",2019,24,2015.88461538462,505,2015,1.23006097763614e-05,1.26837440994476e-05,1.19288895394402e-05
"national",2019,25,2015.92307692308,578,2015,1.18218834701481e-05,1.21838778246492e-05,1.14704941942927e-05
"national",2019,26,2015.96153846154,423,2015,1.18988904512262e-05,1.22659010953632e-05,1.15426724614842e-05
"national",2019,1,2016,177,2016,9.34124437363963e-06,9.62661603024853e-06,9.06417843425284e-06
"national",2019,2,2016.03846153846,198,2016,9.52571134069273e-06,9.81136230565107e-06,9.24819647025638e-06
"national",2019,3,2016.07692307692,195,2016,1.04143802893246e-05,1.07213179755592e-05,1.01160200047625e-05
"national",2019,4,2016.11538461538,176,2016,1.1203360137011e-05,1.15301441149052e-05,1.08856123279925e-05
"national",2019,5,2016.15384615385,149,2016,1.08689808618474e-05,1.11861953000212e-05,1.05605424653949e-05
"national",2019,6,2016.19230769231,145,2016,1.32063003105532e-05,1.35847657530428e-05,1.28381462626831e-05
"national",2019,7,2016.23076923077,195,2016,1.07355515806052e-05,1.10493357892439e-05,1.043049425487e-05
"national",2019,8,2016.26923076923,107,2016,1.22825847755611e-05,1.26373468669516e-05,1.19375869026132e-05
"national",2019,9,2016.30769230769,219,2016,1.51177078947287e-05,1.55505886672583e-05,1.46966740690413e-05
"national",2019,10,2016.34615384615,168,2016,1.46544223232815e-05,1.50857402036662e-05,1.42352327298692e-05
"national",2019,11,2016.38461538462,174,2016,1.72817415258542e-05,1.77972617182183e-05,1.67809200345876e-05
"national",2019,12,2016.42307692308,333,2016,1.50076997855109e-05,1.54711043249092e-05,1.45579645720042e-05
"national",2019,13,2016.46153846154,520,2016,2.03430263670435e-05,2.09787761571901e-05,1.97262431673434e-05
"national",2019,14,2016.5,1127,2016,1.69125132138696e-05,1.74580023361203e-05,1.63838390966413e-05
"national",2019,15,2016.53846153846,1201,2016,1.5327927624063e-05,1.58282177364001e-05,1.48432478225961e-05
"national",2019,16,2016.57692307692,1320,2016,1.51488132612202e-05,1.56459727602673e-05,1.46672304179118e-05
"national",2019,17,2016.61538461538,1341,2016,1.58194727901796e-05,1.63370428698981e-05,1.53180631350419e-05
"national",2019,18,2016.65384615385,1207,2016,1.48857131806288e-05,1.53717013758881e-05,1.44148633607619e-05
"national",2019,19,2016.69230769231,1021,2016,1.34893747475206e-05,1.39233662462766e-05,1.30687194671284e-05
"national",2019,20,2016.73076923077,662,2016,1.54840449591539e-05,1.59712642925882e-05,1.5011479687873e-05
"national",2019,21,2016.76923076923,581,2016,1.60319428752821e-05,1.65336876970573e-05,1.55452173528258e-05
"national",2019,22,2016.80769230769,531,2016,1.50113313420947e-05,1.54823234958254e-05,1.45544683702033e-05
"national",2019,23,2016.84615384615,313,2016,1.4951131292301e-05,1.54176223831956e-05,1.44985545935525e-05
"national",2019,24,2016.88461538462,388,2016,1.23006097763614e-05,1.26837440994476e-05,1.19288895394402e-05
"national",2019,25,2016.92307692308,236,2016,1.18218834701481e-05,1.21838778246492e-05,1.14704941942927e-05
"national",2019,26,2016.96153846154,156,2016,1.18988904512262e-05,1.22659010953632e-05,1.15426724614842e-05
"national",2019,1,2017,174,2017,9.34124437363963e-06,9.62661603024853e-06,9.06417843425284e-06
"national",2019,2,2017.03846153846,82,2017,9.52571134069273e-06,9.81136230565107e-06,9.24819647025638e-06
"national",2019,3,2017.07692307692,70,2017,1.04143802893246e-05,1.07213179755592e-05,1.01160200047625e-05
"national",2019,4,2017.11538461538,70,2017,1.1203360137011e-05,1.15301441149052e-05,1.08856123279925e-05
"national",2019,5,2017.15384615385,68,2017,1.08689808618474e-05,1.11861953000212e-05,1.05605424653949e-05
"national",2019,6,2017.19230769231,50,2017,1.32063003105532e-05,1.35847657530428e-05,1.28381462626831e-05
"national",2019,7,2017.23076923077,62,2017,1.07355515806052e-05,1.10493357892439e-05,1.043049425487e-05
"national",2019,8,2017.26923076923,70,2017,1.22825847755611e-05,1.26373468669516e-05,1.19375869026132e-05
"national",2019,9,2017.30769230769,76,2017,1.51177078947287e-05,1.55505886672583e-05,1.46966740690413e-05
"national",2019,10,2017.34615384615,87,2017,1.46544223232815e-05,1.50857402036662e-05,1.42352327298692e-05
"national",2019,11,2017.38461538462,127,2017,1.72817415258542e-05,1.77972617182183e-05,1.67809200345876e-05
"national",2019,12,2017.42307692308,203,2017,1.50076997855109e-05,1.54711043249092e-05,1.45579645720042e-05
"national",2019,13,2017.46153846154,235,2017,2.03430263670435e-05,2.09787761571901e-05,1.97262431673434e-05
"national",2019,14,2017.5,528,2017,1.69125132138696e-05,1.74580023361203e-05,1.63838390966413e-05
"national",2019,15,2017.53846153846,450,2017,1.5327927624063e-05,1.58282177364001e-05,1.48432478225961e-05
"national",2019,16,2017.57692307692,491,2017,1.51488132612202e-05,1.56459727602673e-05,1.46672304179118e-05
"national",2019,17,2017.61538461538,371,2017,1.58194727901796e-05,1.63370428698981e-05,1.53180631350419e-05
"national",2019,18,2017.65384615385,430,2017,1.48857131806288e-05,1.53717013758881e-05,1.44148633607619e-05
"national",2019,19,2017.69230769231,362,2017,1.34893747475206e-05,1.39233662462766e-05,1.30687194671284e-05
"national",2019,20,2017.73076923077,324,2017,1.54840449591539e-05,1.59712642925882e-05,1.5011479687873e-05
"national",2019,21,2017.76923076923,338,2017,1.60319428752821e-05,1.65336876970573e-05,1.55452173528258e-05
"national",2019,22,2017.80769230769,319,2017,1.50113313420947e-05,1.54823234958254e-05,1.45544683702033e-05
"national",2019,23,2017.84615384615,306,2017,1.4951131292301e-05,1.54176223831956e-05,1.44985545935525e-05
"national",2019,24,2017.88461538462,266,2017,1.23006097763614e-05,1.26837440994476e-05,1.19288895394402e-05
"national",2019,25,2017.92307692308,331,2017,1.18218834701481e-05,1.21838778246492e-05,1.14704941942927e-05
"national",2019,26,2017.96153846154,483,2017,1.18988904512262e-05,1.22659010953632e-05,1.15426724614842e-05
"national",2019,1,2018,314,2018,9.34124437363963e-06,9.62661603024853e-06,9.06417843425284e-06
"national",2019,2,2018.03846153846,209,2018,9.52571134069273e-06,9.81136230565107e-06,9.24819647025638e-06
"national",2019,3,2018.07692307692,171,2018,1.04143802893246e-05,1.07213179755592e-05,1.01160200047625e-05
"national",2019,4,2018.11538461538,164,2018,1.1203360137011e-05,1.15301441149052e-05,1.08856123279925e-05
"national",2019,5,2018.15384615385,161,2018,1.08689808618474e-05,1.11861953000212e-05,1.05605424653949e-05
"national",2019,6,2018.19230769231,151,2018,1.32063003105532e-05,1.35847657530428e-05,1.28381462626831e-05
"national",2019,7,2018.23076923077,206,2018,1.07355515806052e-05,1.10493357892439e-05,1.043049425487e-05
"national",2019,8,2018.26923076923,206,2018,1.22825847755611e-05,1.26373468669516e-05,1.19375869026132e-05
"national",2019,9,2018.30769230769,238,2018,1.51177078947287e-05,1.55505886672583e-05,1.46966740690413e-05
"national",2019,10,2018.34615384615,407,2018,1.46544223232815e-05,1.50857402036662e-05,1.42352327298692e-05
"national",2019,11,2018.38461538462,499,2018,1.72817415258542e-05,1.77972617182183e-05,1.67809200345876e-05
"national",2019,12,2018.42307692308,832,2018,1.50076997855109e-05,1.54711043249092e-05,1.45579645720042e-05
"national",2019,13,2018.46153846154,1123,2018,2.03430263670435e-05,2.09787761571901e-05,1.97262431673434e-05
"national",2019,14,2018.5,1665,2018,1.69125132138696e-05,1.74580023361203e-05,1.63838390966413e-05
"national",2019,15,2018.53846153846,1869,2018,1.5327927624063e-05,1.58282177364001e-05,1.48432478225961e-05
"national",2019,16,2018.57692307692,1770,2018,1.51488132612202e-05,1.56459727602673e-05,1.46672304179118e-05
"national",2019,17,2018.61538461538,1982,2018,1.58194727901796e-05,1.63370428698981e-05,1.53180631350419e-05
"national",2019,18,2018.65384615385,1576,2018,1.48857131806288e-05,1.53717013758881e-05,1.44148633607619e-05
"national",2019,19,2018.69230769231,1672,2018,1.34893747475206e-05,1.39233662462766e-05,1.30687194671284e-05
"national",2019,20,2018.73076923077,1338,2018,1.54840449591539e-05,1.59712642925882e-05,1.5011479687873e-05
"national",2019,21,2018.76923076923,1244,2018,1.60319428752821e-05,1.65336876970573e-05,1.55452173528258e-05
"national",2019,22,2018.80769230769,1303,2018,1.50113313420947e-05,1.54823234958254e-05,1.45544683702033e-05
"national",2019,23,2018.84615384615,1339,2018,1.4951131292301e-05,1.54176223831956e-05,1.44985545935525e-05
"national",2019,24,2018.88461538462,1532,2018,1.23006097763614e-05,1.26837440994476e-05,1.19288895394402e-05
"national",2019,25,2018.92307692308,1251,2018,1.18218834701481e-05,1.21838778246492e-05,1.14704941942927e-05
"national",2019,26,2018.96153846154,1459,2018,1.18988904512262e-05,1.22659010953632e-05,1.15426724614842e-05
"national",2019,1,2019,949,2019,9.34124437363963e-06,9.62661603024853e-06,9.06417843425284e-06
"national",2019,2,2019.03846153846,956,2019,9.52571134069273e-06,9.81136230565107e-06,9.24819647025638e-06
"national",2019,3,2019.07692307692,810,2019,1.04143802893246e-05,1.07213179755592e-05,1.01160200047625e-05
"national",2019,4,2019.11538461538,886,2019,1.1203360137011e-05,1.15301441149052e-05,1.08856123279925e-05
"national",2019,5,2019.15384615385,940,2019,1.08689808618474e-05,1.11861953000212e-05,1.05605424653949e-05
"national",2019,6,2019.19230769231,934,2019,1.32063003105532e-05,1.35847657530428e-05,1.28381462626831e-05
"national",2019,7,2019.23076923077,1036,2019,1.07355515806052e-05,1.10493357892439e-05,1.043049425487e-05
"national",2019,8,2019.26923076923,1269,2019,1.22825847755611e-05,1.26373468669516e-05,1.19375869026132e-05
"national",2019,9,2019.30769230769,1891,2019,1.51177078947287e-05,1.55505886672583e-05,1.46966740690413e-05
"national",2019,10,2019.34615384615,2510,2019,1.46544223232815e-05,1.50857402036662e-05,1.42352327298692e-05
"national",2019,11,2019.38461538462,3532,2019,1.72817415258542e-05,1.77972617182183e-05,1.67809200345876e-05
"national",2019,12,2019.42307692308,5436,2019,1.50076997855109e-05,1.54711043249092e-05,1.45579645720042e-05
"national",2019,13,2019.46153846154,8136,2019,2.03430263670435e-05,2.09787761571901e-05,1.97262431673434e-05
"national",2019,14,2019.5,8764,2019,1.69125132138696e-05,1.74580023361203e-05,1.63838390966413e-05
"national",2019,15,2019.53846153846,7521,2019,1.5327927624063e-05,1.58282177364001e-05,1.48432478225961e-05
"national",2019,16,2019.57692307692,5519,2019,1.51488132612202e-05,1.56459727602673e-05,1.46672304179118e-05
"national",2019,17,2019.61538461538,3860,2019,1.58194727901796e-05,1.63370428698981e-05,1.53180631350419e-05
"national",2019,18,2019.65384615385,3032,2019,1.48857131806288e-05,1.53717013758881e-05,1.44148633607619e-05
"national",2019,19,2019.69230769231,2244,2019,1.34893747475206e-05,1.39233662462766e-05,1.30687194671284e-05
"national",2019,20,2019.73076923077,1825,2019,1.54840449591539e-05,1.59712642925882e-05,1.5011479687873e-05
"national",2019,21,2019.76923076923,1714,2019,1.60319428752821e-05,1.65336876970573e-05,1.55452173528258e-05
"national",2019,22,2019.80769230769,1568,2019,1.50113313420947e-05,1.54823234958254e-05,1.45544683702033e-05
"national",2019,23,2019.84615384615,1129,2019,1.4951131292301e-05,1.54176223831956e-05,1.44985545935525e-05
"national",2019,24,2019.88461538462,975,2019,1.23006097763614e-05,1.26837440994476e-05,1.19288895394402e-05
"national",2019,25,2019.92307692308,695,2019,1.18218834701481e-05,1.21838778246492e-05,1.14704941942927e-05
"national",2019,26,2019.96153846154,466,2019,1.18988904512262e-05,1.22659010953632e-05,1.15426724614842e-05
