"provname","year","lambda","CI","llik_FOI","llik_age","llik_sigma","llik_sigma_age","AIC_FOI","AIC_age","AIC_sigma","AIC_sigma_age"
"Battambang",2011,0.2074,"[0.188-0.227]",4371,2938,4252,2803,8810,5982,8610,5750
"Battambang",2012,0.2153,"[0.2-0.231]",4371,2938,4252,2803,8810,5982,8610,5750
"Battambang",2013,0.1801,"[0.162-0.198]",4371,2938,4252,2803,8810,5982,8610,5750
"Battambang",2014,0.09262,"[0.0715-0.114]",4371,2938,4252,2803,8810,5982,8610,5750
"Battambang",2015,0.1566,"[0.138-0.175]",4371,2938,4252,2803,8810,5982,8610,5750
"Battambang",2016,0.1354,"[0.118-0.153]",4371,2938,4252,2803,8810,5982,8610,5750
"Battambang",2017,0.1042,"[0.0875-0.121]",4371,2938,4252,2803,8810,5982,8610,5750
"Battambang",2018,0.1168,"[0.101-0.132]",4371,2938,4252,2803,8810,5982,8610,5750
"Battambang",2019,0.2266,"[0.215-0.238]",4371,2938,4252,2803,8810,5982,8610,5750
"Battambang",2020,0.07483,"[0.0624-0.0872]",4371,2938,4252,2803,8810,5982,8610,5750
"Kampong Cham",1988,0.03228,"[0-0.236]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",1989,0.2227,"[0.035-0.41]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",1990,0.3927,"[0.231-0.555]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",1991,0.4223,"[0.29-0.555]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",1992,0.3867,"[0.279-0.495]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",1993,0.405,"[0.316-0.494]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",1994,0.4553,"[0.384-0.527]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",1995,0.3891,"[0.332-0.447]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",1996,0.3394,"[0.292-0.387]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",1997,0.301,"[0.261-0.341]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",1998,0.2698,"[0.235-0.304]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",1999,0.2773,"[0.248-0.307]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2000,0.2366,"[0.211-0.262]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2001,0.235,"[0.214-0.256]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2002,0.2534,"[0.238-0.269]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2003,0.2505,"[0.238-0.263]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2004,0.246,"[0.234-0.258]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2005,0.265,"[0.253-0.277]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2006,0.241,"[0.23-0.252]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2007,0.2499,"[0.241-0.259]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2008,0.2092,"[0.197-0.221]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2009,0.226,"[0.214-0.239]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2010,0.2247,"[0.214-0.236]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2011,0.16,"[0.149-0.171]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2012,0.2037,"[0.194-0.214]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2013,0.1976,"[0.187-0.208]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2014,0.1266,"[0.113-0.14]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2015,0.1498,"[0.137-0.162]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2016,0.135,"[0.122-0.148]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2017,0.07815,"[0.0627-0.0936]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2018,0.1765,"[0.161-0.192]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2019,0.2506,"[0.239-0.262]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Cham",2020,0.1184,"[0.102-0.135]",6870,3927,6818,3855,13806,7957,13741,7852
"Kampong Chhnang",1988,1e-07,"[0-0.374]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",1989,1e-07,"[0-0.348]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",1990,1e-07,"[0-0.312]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",1991,1e-07,"[0-0.26]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",1992,0.1954,"[0-0.426]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",1993,0.4569,"[0.262-0.652]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",1994,0.3739,"[0.216-0.532]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",1995,0.3424,"[0.211-0.474]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",1996,0.2571,"[0.146-0.368]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",1997,0.2973,"[0.202-0.393]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",1998,0.2633,"[0.181-0.346]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",1999,0.2979,"[0.227-0.369]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2000,0.2523,"[0.192-0.313]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2001,0.2663,"[0.215-0.317]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2002,0.2074,"[0.17-0.245]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2003,0.2113,"[0.177-0.246]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2004,0.258,"[0.226-0.29]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2005,0.2891,"[0.257-0.321]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2006,0.2882,"[0.263-0.313]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2007,0.2617,"[0.238-0.285]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2008,0.217,"[0.19-0.244]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2009,0.1425,"[0.118-0.167]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2010,0.285,"[0.262-0.308]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2011,0.2652,"[0.241-0.29]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2012,0.2219,"[0.202-0.242]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2013,0.1699,"[0.151-0.188]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2014,0.1099,"[0.0874-0.132]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2015,0.1499,"[0.13-0.17]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2016,0.1365,"[0.118-0.155]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2017,0.05739,"[0.0382-0.0766]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2018,0.1621,"[0.144-0.18]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2019,0.2386,"[0.225-0.253]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Chhnang",2020,0.1139,"[0.0963-0.132]",3538,2435,3522,2407,7142,4974,7148,4956
"Kampong Speu",1988,0.001486,"[0-0.41]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",1989,0.149,"[0-0.518]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",1990,0.3757,"[0.0605-0.691]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",1991,0.4391,"[0.181-0.697]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",1992,0.4361,"[0.229-0.643]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",1993,0.4083,"[0.242-0.575]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",1994,0.4451,"[0.311-0.579]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",1995,0.2782,"[0.17-0.387]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",1996,0.361,"[0.271-0.451]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",1997,0.3283,"[0.253-0.403]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",1998,0.3199,"[0.256-0.383]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",1999,0.2904,"[0.237-0.344]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2000,0.2391,"[0.193-0.285]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2001,0.2632,"[0.225-0.301]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2002,0.2318,"[0.206-0.257]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2003,0.3188,"[0.293-0.345]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2004,0.2968,"[0.273-0.321]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2005,0.2945,"[0.273-0.316]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2006,0.2661,"[0.247-0.285]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2007,0.2604,"[0.246-0.275]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2008,0.311,"[0.289-0.333]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2009,0.2652,"[0.244-0.286]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2010,0.2964,"[0.278-0.315]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2011,0.2069,"[0.19-0.223]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2012,0.2352,"[0.222-0.249]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2013,0.1627,"[0.147-0.178]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2014,0.1241,"[0.105-0.144]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2015,0.1327,"[0.114-0.152]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2016,0.1268,"[0.109-0.145]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2017,0.1156,"[0.0977-0.133]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2018,0.1767,"[0.16-0.194]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2019,0.2606,"[0.247-0.274]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Speu",2020,0.09331,"[0.0796-0.107]",4820,3348,4700,3214,9706,6800,9504,6570
"Kampong Thom",1984,0.06217,"[0-0.42]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",1985,8.496e-05,"[0-0.352]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",1986,1e-07,"[0-0.352]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",1987,1e-07,"[0-0.352]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",1988,1e-07,"[0-0.323]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",1989,1e-07,"[0-0.279]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",1990,1e-07,"[0-0.253]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",1991,0.3511,"[0.13-0.572]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",1992,0.2555,"[0.0675-0.444]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",1993,0.3948,"[0.235-0.555]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",1994,0.452,"[0.322-0.582]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",1995,0.4346,"[0.331-0.538]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",1996,0.3588,"[0.274-0.443]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",1997,0.3207,"[0.25-0.392]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",1998,0.3037,"[0.243-0.364]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",1999,0.3066,"[0.255-0.358]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2000,0.2585,"[0.215-0.302]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2001,0.2678,"[0.231-0.305]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2002,0.2511,"[0.224-0.279]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2003,0.2576,"[0.235-0.28]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2004,0.2227,"[0.2-0.245]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2005,0.2717,"[0.251-0.293]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2006,0.2885,"[0.272-0.305]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2007,0.2879,"[0.273-0.303]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2008,0.3194,"[0.301-0.338]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2009,0.1899,"[0.17-0.209]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2010,0.2584,"[0.24-0.277]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2011,0.2137,"[0.2-0.228]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2012,0.2395,"[0.226-0.253]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2013,0.217,"[0.203-0.231]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2014,0.116,"[0.0996-0.132]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2015,0.1278,"[0.114-0.142]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2016,0.1748,"[0.162-0.187]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2017,0.1332,"[0.119-0.148]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2018,0.1204,"[0.107-0.134]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2019,0.2511,"[0.241-0.261]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampong Thom",2020,0.128,"[0.111-0.145]",6894,4041,6894,4023,13861,8195,13899,8197
"Kampot",1983,1e-07,"[0-0.583]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",1984,1e-07,"[0-0.581]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",1985,1e-07,"[0-0.52]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",1986,1e-07,"[0-0.452]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",1987,1e-07,"[0-0.452]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",1988,0.1432,"[0-0.58]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",1989,0.1985,"[0-0.584]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",1990,0.3949,"[0.0835-0.706]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",1991,0.3732,"[0.124-0.623]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",1992,0.2281,"[0.0165-0.44]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",1993,0.2554,"[0.0708-0.44]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",1994,0.3858,"[0.229-0.542]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",1995,0.3122,"[0.182-0.443]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",1996,0.2919,"[0.18-0.403]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",1997,0.2807,"[0.185-0.377]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",1998,0.2535,"[0.17-0.337]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",1999,0.1909,"[0.117-0.264]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2000,0.2001,"[0.135-0.265]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2001,0.2047,"[0.151-0.259]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2002,0.159,"[0.122-0.196]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2003,0.3033,"[0.265-0.342]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2004,0.2436,"[0.209-0.279]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2005,0.2003,"[0.168-0.232]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2006,0.2117,"[0.179-0.244]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2007,0.2394,"[0.215-0.264]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2008,0.1933,"[0.162-0.225]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2009,0.1584,"[0.127-0.19]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2010,0.2079,"[0.183-0.233]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2011,0.209,"[0.178-0.24]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2012,0.1992,"[0.173-0.225]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2013,0.1923,"[0.168-0.217]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2014,0.1182,"[0.091-0.145]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2015,0.1277,"[0.0981-0.157]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2016,0.1363,"[0.107-0.166]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2017,0.05637,"[0.0289-0.0838]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2018,0.1748,"[0.15-0.199]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2019,0.1848,"[0.167-0.202]",2517,1799,2528,1807,5111,3712,5170,3765
"Kampot",2020,0.5066,"[0.463-0.55]",2517,1799,2528,1807,5111,3712,5170,3765
"Kandal",1987,0.1072,"[0-0.451]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",1988,0.09037,"[0-0.411]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",1989,0.1961,"[0-0.486]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",1990,0.6585,"[0.429-0.888]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",1991,0.6208,"[0.458-0.784]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",1992,0.4713,"[0.349-0.594]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",1993,0.5239,"[0.429-0.619]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",1994,0.4574,"[0.384-0.531]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",1995,0.4147,"[0.356-0.473]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",1996,0.3629,"[0.315-0.411]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",1997,0.3377,"[0.298-0.378]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",1998,0.2791,"[0.245-0.313]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",1999,0.2629,"[0.234-0.292]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",2000,0.2322,"[0.207-0.257]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",2001,0.2461,"[0.225-0.267]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",2002,0.1358,"[0.122-0.15]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",2003,0.2881,"[0.273-0.303]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",2004,0.2937,"[0.279-0.308]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",2005,0.2797,"[0.266-0.293]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",2006,0.2744,"[0.264-0.285]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",2007,0.2588,"[0.249-0.268]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",2008,0.2291,"[0.217-0.242]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",2009,0.2062,"[0.194-0.218]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",2010,0.3166,"[0.305-0.328]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",2011,0.1694,"[0.159-0.18]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",2012,0.2081,"[0.199-0.217]",11439,6897,11429,6849,22946,13900,22965,13842
