"year","lambda","N_sero","llik","convergence","provname"
2006,0.116399454936165,2,907.164599373769,0,"Pailin"
2007,0.0793209540523055,2,907.164599373769,0,"Pailin"
2008,0.0850446445091474,2,907.164599373769,0,"Pailin"
2009,0.093723904459249,2,907.164599373769,0,"Pailin"
2010,0.0716051189841817,2,907.164599373769,0,"Pailin"
2011,0.053786288445669,2,907.164599373769,0,"Pailin"
2012,0.0683356154073055,2,907.164599373769,0,"Pailin"
2013,0.0493632294567104,2,907.164599373769,0,"Pailin"
2014,0.0293259192245718,2,907.164599373769,0,"Pailin"
2015,0.0347545716172096,2,907.164599373769,0,"Pailin"
2016,9.10778227271318e-08,2,907.164599373769,0,"Pailin"
2017,0.0411072415240932,2,907.164599373769,0,"Pailin"
2018,0.0312821418108189,2,907.164599373769,0,"Pailin"
2019,0.0829996994602828,2,907.164599373769,0,"Pailin"
2020,0.0461100282748001,2,907.164599373769,0,"Pailin"
1985,6.64367351769985e-07,2,20526.1094046765,1,"Phnom Penh"
1986,4.15084434757958e-10,2,20526.1094046765,1,"Phnom Penh"
1987,3.21381147278984e-13,2,20526.1094046765,1,"Phnom Penh"
1988,4.99480700693813e-16,2,20526.1094046765,1,"Phnom Penh"
1989,5.75202953475297e-16,2,20526.1094046765,1,"Phnom Penh"
1990,4.07759964936079e-12,2,20526.1094046765,1,"Phnom Penh"
1991,0.87566566005926,2,20526.1094046765,1,"Phnom Penh"
1992,0.224600945004641,2,20526.1094046765,1,"Phnom Penh"
1993,0.230737756139854,2,20526.1094046765,1,"Phnom Penh"
1994,0.195139651629524,2,20526.1094046765,1,"Phnom Penh"
1995,0.158772822091443,2,20526.1094046765,1,"Phnom Penh"
1996,0.142441957795314,2,20526.1094046765,1,"Phnom Penh"
1997,0.12013827864806,2,20526.1094046765,1,"Phnom Penh"
1998,0.100595999786703,2,20526.1094046765,1,"Phnom Penh"
1999,0.0884866256687593,2,20526.1094046765,1,"Phnom Penh"
2000,0.0777554254981944,2,20526.1094046765,1,"Phnom Penh"
2001,0.035239474005435,2,20526.1094046765,1,"Phnom Penh"
2002,0.0603431011815489,2,20526.1094046765,1,"Phnom Penh"
2003,0.101500254408113,2,20526.1094046765,1,"Phnom Penh"
2004,0.119521366140843,2,20526.1094046765,1,"Phnom Penh"
2005,0.092490436632154,2,20526.1094046765,1,"Phnom Penh"
2006,0.0700869795176242,2,20526.1094046765,1,"Phnom Penh"
2007,0.109560890899587,2,20526.1094046765,1,"Phnom Penh"
2008,0.11341037055887,2,20526.1094046765,1,"Phnom Penh"
2009,0.130410036949439,2,20526.1094046765,1,"Phnom Penh"
2010,0.094386704546733,2,20526.1094046765,1,"Phnom Penh"
2011,0.0510354716355951,2,20526.1094046765,1,"Phnom Penh"
2012,0.0757208776819598,2,20526.1094046765,1,"Phnom Penh"
2013,0.0837037051272061,2,20526.1094046765,1,"Phnom Penh"
2014,0.0457312519533395,2,20526.1094046765,1,"Phnom Penh"
2015,0.0403230940284129,2,20526.1094046765,1,"Phnom Penh"
2016,0.0284984903836042,2,20526.1094046765,1,"Phnom Penh"
2017,0.0273379574481225,2,20526.1094046765,1,"Phnom Penh"
2018,0.0726978537450412,2,20526.1094046765,1,"Phnom Penh"
2019,0.119986171077654,2,20526.1094046765,1,"Phnom Penh"
2020,0.172949616543254,2,20526.1094046765,1,"Phnom Penh"
1990,2.06792387797128e-05,2,6433.102049607,0,"Preah Sihanouk"
1991,0.000240126237920792,2,6433.102049607,0,"Preah Sihanouk"
1992,0.0158287079068783,2,6433.102049607,0,"Preah Sihanouk"
1993,0.00123944837103856,2,6433.102049607,0,"Preah Sihanouk"
1994,0.0267031792209587,2,6433.102049607,0,"Preah Sihanouk"
1995,0.033792486210975,2,6433.102049607,0,"Preah Sihanouk"
1996,0.0659586017619036,2,6433.102049607,0,"Preah Sihanouk"
1997,0.0370988723996943,2,6433.102049607,0,"Preah Sihanouk"
1998,0.0704120448191502,2,6433.102049607,0,"Preah Sihanouk"
1999,0.0532246217655617,2,6433.102049607,0,"Preah Sihanouk"
2000,0.0495630941106717,2,6433.102049607,0,"Preah Sihanouk"
2001,0.0702313752459475,2,6433.102049607,0,"Preah Sihanouk"
2002,0.0696923580697022,2,6433.102049607,0,"Preah Sihanouk"
2003,0.0590577203974409,2,6433.102049607,0,"Preah Sihanouk"
2004,0.0610384654486373,2,6433.102049607,0,"Preah Sihanouk"
2005,0.0552631404071484,2,6433.102049607,0,"Preah Sihanouk"
2006,0.0682532938383808,2,6433.102049607,0,"Preah Sihanouk"
2007,0.0492939785714796,2,6433.102049607,0,"Preah Sihanouk"
2008,0.0142314198618279,2,6433.102049607,0,"Preah Sihanouk"
2009,0.0585008457169562,2,6433.102049607,0,"Preah Sihanouk"
2010,0.0460939301455495,2,6433.102049607,0,"Preah Sihanouk"
2011,0.0483101040696167,2,6433.102049607,0,"Preah Sihanouk"
2012,0.0265244966245692,2,6433.102049607,0,"Preah Sihanouk"
2013,0.00985987451321049,2,6433.102049607,0,"Preah Sihanouk"
2014,0.00932080667929999,2,6433.102049607,0,"Preah Sihanouk"
2015,0.0233544107738021,2,6433.102049607,0,"Preah Sihanouk"
2016,0.0202624900773579,2,6433.102049607,0,"Preah Sihanouk"
2017,0.0288257917938093,2,6433.102049607,0,"Preah Sihanouk"
2018,0.0207828323123975,2,6433.102049607,0,"Preah Sihanouk"
2019,0.037159277009647,2,6433.102049607,0,"Preah Sihanouk"
2020,0.0240543649703281,2,6433.102049607,0,"Preah Sihanouk"
1989,0.0647254405732872,2,3416.80959448627,1,"Preah Vihear"
1990,0.000742708382565322,2,3416.80959448627,1,"Preah Vihear"
1991,0.0302979776487512,2,3416.80959448627,1,"Preah Vihear"
1992,0.0143512472128289,2,3416.80959448627,1,"Preah Vihear"
1993,0.0633537039653518,2,3416.80959448627,1,"Preah Vihear"
1994,0.0181829310444916,2,3416.80959448627,1,"Preah Vihear"
1995,0.0713648205544187,2,3416.80959448627,1,"Preah Vihear"
1996,0.0664692570446545,2,3416.80959448627,1,"Preah Vihear"
1997,0.0832524241983472,2,3416.80959448627,1,"Preah Vihear"
1998,0.0668579242967298,2,3416.80959448627,1,"Preah Vihear"
1999,0.113900777694938,2,3416.80959448627,1,"Preah Vihear"
2000,0.0880763259710728,2,3416.80959448627,1,"Preah Vihear"
2001,0.108859141404782,2,3416.80959448627,1,"Preah Vihear"
2002,0.0911603606278533,2,3416.80959448627,1,"Preah Vihear"
2003,0.121347121319859,2,3416.80959448627,1,"Preah Vihear"
2004,0.111278102883584,2,3416.80959448627,1,"Preah Vihear"
2005,0.097935356108013,2,3416.80959448627,1,"Preah Vihear"
2006,0.125639311327479,2,3416.80959448627,1,"Preah Vihear"
2007,0.0882567506458742,2,3416.80959448627,1,"Preah Vihear"
2008,0.0963102011180781,2,3416.80959448627,1,"Preah Vihear"
2009,0.08218951445293,2,3416.80959448627,1,"Preah Vihear"
2010,0.0734524380993885,2,3416.80959448627,1,"Preah Vihear"
2011,0.0584035915447243,2,3416.80959448627,1,"Preah Vihear"
2012,0.0726268108973357,2,3416.80959448627,1,"Preah Vihear"
2013,0.0673400097793552,2,3416.80959448627,1,"Preah Vihear"
2014,0.0367886388082057,2,3416.80959448627,1,"Preah Vihear"
2015,0.0389357697315491,2,3416.80959448627,1,"Preah Vihear"
2016,0.0381772129636595,2,3416.80959448627,1,"Preah Vihear"
2017,0.0276039513723018,2,3416.80959448627,1,"Preah Vihear"
2018,0.0290077429439508,2,3416.80959448627,1,"Preah Vihear"
2019,0.0489788477679882,2,3416.80959448627,1,"Preah Vihear"
2020,0.0313519834070409,2,3416.80959448627,1,"Preah Vihear"
1985,0.00013012904980819,2,7785.09318531248,0,"Prey Veng"
1986,7.72893689482336e-06,2,7785.09318531248,0,"Prey Veng"
1987,6.30431593356841e-07,2,7785.09318531248,0,"Prey Veng"
1988,5.33534295735243e-08,2,7785.09318531248,0,"Prey Veng"
1989,1.04071142447597e-08,2,7785.09318531248,0,"Prey Veng"
1990,1.29532017049878e-08,2,7785.09318531248,0,"Prey Veng"
1991,6.17841906460653e-07,2,7785.09318531248,0,"Prey Veng"
1992,0.624556461356556,2,7785.09318531248,0,"Prey Veng"
1993,0.262785814119726,2,7785.09318531248,0,"Prey Veng"
1994,0.246632382668679,2,7785.09318531248,0,"Prey Veng"
1995,0.219966401320896,2,7785.09318531248,0,"Prey Veng"
1996,0.158543267569222,2,7785.09318531248,0,"Prey Veng"
1997,0.133172612142289,2,7785.09318531248,0,"Prey Veng"
1998,0.125269940643813,2,7785.09318531248,0,"Prey Veng"
1999,0.125079086329577,2,7785.09318531248,0,"Prey Veng"
2000,0.111528561925425,2,7785.09318531248,0,"Prey Veng"
2001,0.0592679964308737,2,7785.09318531248,0,"Prey Veng"
2002,0.0916192425005173,2,7785.09318531248,0,"Prey Veng"
2003,0.0560650325929707,2,7785.09318531248,0,"Prey Veng"
2004,0.134902181065858,2,7785.09318531248,0,"Prey Veng"
2005,0.0804411520843116,2,7785.09318531248,0,"Prey Veng"
2006,0.0476124092336434,2,7785.09318531248,0,"Prey Veng"
2007,0.121485379196267,2,7785.09318531248,0,"Prey Veng"
2008,0.115988605015609,2,7785.09318531248,0,"Prey Veng"
2009,0.0761181963690826,2,7785.09318531248,0,"Prey Veng"
2010,0.0512905612825924,2,7785.09318531248,0,"Prey Veng"
2011,0.0469001947014122,2,7785.09318531248,0,"Prey Veng"
2012,0.0760493526425551,2,7785.09318531248,0,"Prey Veng"
2013,0.0815870986900225,2,7785.09318531248,0,"Prey Veng"
2014,0.0531453639143848,2,7785.09318531248,0,"Prey Veng"
2015,0.0486747879250804,2,7785.09318531248,0,"Prey Veng"
2016,0.0303898776370122,2,7785.09318531248,0,"Prey Veng"
2017,0.025133121661818,2,7785.09318531248,0,"Prey Veng"
2018,0.0395151455099747,2,7785.09318531248,0,"Prey Veng"
2019,0.0733455003282684,2,7785.09318531248,0,"Prey Veng"
2020,0.14382398066548,2,7785.09318531248,0,"Prey Veng"
1989,5.74759399566385e-05,2,1604.69676393959,0,"Pursat"
1990,5.00916426689367e-05,2,1604.69676393959,0,"Pursat"
1991,0.000106393133670375,2,1604.69676393959,0,"Pursat"
1992,0.0599854496446282,2,1604.69676393959,0,"Pursat"
1993,0.130394808670279,2,1604.69676393959,0,"Pursat"
1994,0.104931421711914,2,1604.69676393959,0,"Pursat"
1995,0.11041862264597,2,1604.69676393959,0,"Pursat"
1996,0.0868564688923235,2,1604.69676393959,0,"Pursat"
1997,0.0969855802771641,2,1604.69676393959,0,"Pursat"
1998,0.12246131542384,2,1604.69676393959,0,"Pursat"
1999,0.15723832214304,2,1604.69676393959,0,"Pursat"
2000,0.0828557513366251,2,1604.69676393959,0,"Pursat"
2001,0.0490129824480701,2,1604.69676393959,0,"Pursat"
2002,0.0556653818011652,2,1604.69676393959,0,"Pursat"
2003,0.0760690145122619,2,1604.69676393959,0,"Pursat"
2004,0.117216324741287,2,1604.69676393959,0,"Pursat"
2005,0.100726180867941,2,1604.69676393959,0,"Pursat"
2006,0.0644324017014772,2,1604.69676393959,0,"Pursat"
2007,0.103998270634346,2,1604.69676393959,0,"Pursat"
2008,0.0784545116397291,2,1604.69676393959,0,"Pursat"
2009,0.085958372302736,2,1604.69676393959,0,"Pursat"
2010,0.0409765324546822,2,1604.69676393959,0,"Pursat"
2011,0.0487337647982788,2,1604.69676393959,0,"Pursat"
2012,0.0585463366195411,2,1604.69676393959,0,"Pursat"
2013,0.0561352986831967,2,1604.69676393959,0,"Pursat"
2014,0.0180384549841634,2,1604.69676393959,0,"Pursat"
2015,0.0316821470015262,2,1604.69676393959,0,"Pursat"
2016,0.0277636137150176,2,1604.69676393959,0,"Pursat"
2017,0.0246651156082092,2,1604.69676393959,0,"Pursat"
2018,0.0334050848487218,2,1604.69676393959,0,"Pursat"
2019,0.0301556774771487,2,1604.69676393959,0,"Pursat"
2020,0.0148071776353444,2,1604.69676393959,0,"Pursat"
1993,0.0291054126202551,2,1252.77298928056,1,"Ratanak Kiri"
1994,0.036770996675824,2,1252.77298928056,1,"Ratanak Kiri"
1995,0.160230476072588,2,1252.77298928056,1,"Ratanak Kiri"
1996,6.69217082613716e-05,2,1252.77298928056,1,"Ratanak Kiri"
1997,5.72115897736249e-06,2,1252.77298928056,1,"Ratanak Kiri"
1998,1.65890743784537e-06,2,1252.77298928056,1,"Ratanak Kiri"
1999,1.75072997598729e-06,2,1252.77298928056,1,"Ratanak Kiri"
2000,0.111981247201145,2,1252.77298928056,1,"Ratanak Kiri"
2001,0.065627435211033,2,1252.77298928056,1,"Ratanak Kiri"
2002,0.0555015840686312,2,1252.77298928056,1,"Ratanak Kiri"
2003,0.0603857002170039,2,1252.77298928056,1,"Ratanak Kiri"
2004,0.0486071261202062,2,1252.77298928056,1,"Ratanak Kiri"
2005,0.0473055862983478,2,1252.77298928056,1,"Ratanak Kiri"
2006,0.0937702545534887,2,1252.77298928056,1,"Ratanak Kiri"
2007,0.0688654800297764,2,1252.77298928056,1,"Ratanak Kiri"
2008,0.0125880296955715,2,1252.77298928056,1,"Ratanak Kiri"
2009,0.0429763766861229,2,1252.77298928056,1,"Ratanak Kiri"
2010,0.0713419472871113,2,1252.77298928056,1,"Ratanak Kiri"
2011,0.0382709257717727,2,1252.77298928056,1,"Ratanak Kiri"
2012,0.0394732979761806,2,1252.77298928056,1,"Ratanak Kiri"
2013,0.0265863411793721,2,1252.77298928056,1,"Ratanak Kiri"
2014,0.0317532190392958,2,1252.77298928056,1,"Ratanak Kiri"
2015,0.0323581116532642,2,1252.77298928056,1,"Ratanak Kiri"
2016,0.0240860651262105,2,1252.77298928056,1,"Ratanak Kiri"
2017,0.0279762538924334,2,1252.77298928056,1,"Ratanak Kiri"
2018,0.0276957821027937,2,1252.77298928056,1,"Ratanak Kiri"
2019,0.0374247788130722,2,1252.77298928056,1,"Ratanak Kiri"
2020,0.0174186323174808,2,1252.77298928056,1,"Ratanak Kiri"
1987,6.90312218153058e-05,2,16994.1276089919,1,"Siem Reap"
1988,0.0678289854739193,2,16994.1276089919,1,"Siem Reap"
1989,0.0323819697117819,2,16994.1276089919,1,"Siem Reap"
1990,0.0795138762572161,2,16994.1276089919,1,"Siem Reap"
1991,0.107280785912271,2,16994.1276089919,1,"Siem Reap"
1992,0.0611869851110253,2,16994.1276089919,1,"Siem Reap"
1993,0.108911613894781,2,16994.1276089919,1,"Siem Reap"
1994,0.124619433715935,2,16994.1276089919,1,"Siem Reap"
1995,0.142043492894088,2,16994.1276089919,1,"Siem Reap"
1996,0.129298606418661,2,16994.1276089919,1,"Siem Reap"
1997,0.129840123259973,2,16994.1276089919,1,"Siem Reap"
1998,0.116431507769453,2,16994.1276089919,1,"Siem Reap"
1999,0.107336996571065,2,16994.1276089919,1,"Siem Reap"
2000,0.099376200481768,2,16994.1276089919,1,"Siem Reap"
2001,0.0637833612722893,2,16994.1276089919,1,"Siem Reap"
2002,0.062021184749456,2,16994.1276089919,1,"Siem Reap"
2003,0.137915842324696,2,16994.1276089919,1,"Siem Reap"
2004,0.110732699371558,2,16994.1276089919,1,"Siem Reap"
2005,0.0792256794512143,2,16994.1276089919,1,"Siem Reap"
2006,0.0449479741503082,2,16994.1276089919,1,"Siem Reap"
2007,0.0951904365736907,2,16994.1276089919,1,"Siem Reap"
2008,0.106977273608989,2,16994.1276089919,1,"Siem Reap"
2009,0.0831884638861195,2,16994.1276089919,1,"Siem Reap"
2010,0.0747438864863998,2,16994.1276089919,1,"Siem Reap"
2011,0.0401202949707989,2,16994.1276089919,1,"Siem Reap"
2012,0.0635311860298698,2,16994.1276089919,1,"Siem Reap"
2013,0.084619424327125,2,16994.1276089919,1,"Siem Reap"
2014,0.0428911092836433,2,16994.1276089919,1,"Siem Reap"
2015,0.0437197038724313,2,16994.1276089919,1,"Siem Reap"
2016,0.0593919608534616,2,16994.1276089919,1,"Siem Reap"
2017,0.0295546651229289,2,16994.1276089919,1,"Siem Reap"
2018,0.0346749475016908,2,16994.1276089919,1,"Siem Reap"
2019,0.0818624852007527,2,16994.1276089919,1,"Siem Reap"
2020,0.0488301962076418,2,16994.1276089919,1,"Siem Reap"
1988,0.275521352263551,2,1079.27998781129,1,"Stung Treng"
1989,1.2281987001547e-22,2,1079.27998781129,1,"Stung Treng"
1990,7.2196454221481e-15,2,1079.27998781129,1,"Stung Treng"
1991,2.93144560585843e-07,2,1079.27998781129,1,"Stung Treng"
1992,0.225498827862664,2,1079.27998781129,1,"Stung Treng"
1993,0.197908881349454,2,1079.27998781129,1,"Stung Treng"
1994,0.0931267606543973,2,1079.27998781129,1,"Stung Treng"
1995,0.0899827231659848,2,1079.27998781129,1,"Stung Treng"
1996,0.124352852088012,2,1079.27998781129,1,"Stung Treng"
1997,0.111633348338407,2,1079.27998781129,1,"Stung Treng"
1998,0.0987345426972654,2,1079.27998781129,1,"Stung Treng"
1999,0.0428715075620283,2,1079.27998781129,1,"Stung Treng"
2000,0.0398161445666686,2,1079.27998781129,1,"Stung Treng"
2001,0.0655726369317371,2,1079.27998781129,1,"Stung Treng"
2002,0.0616639981964768,2,1079.27998781129,1,"Stung Treng"
2003,0.0783461376365017,2,1079.27998781129,1,"Stung Treng"
2004,0.0128645465529492,2,1079.27998781129,1,"Stung Treng"
2005,0.0779783830822468,2,1079.27998781129,1,"Stung Treng"
2006,0.0610524113784875,2,1079.27998781129,1,"Stung Treng"
2007,0.0399708922117185,2,1079.27998781129,1,"Stung Treng"
2008,0.081742739827654,2,1079.27998781129,1,"Stung Treng"
2009,0.0260662194971124,2,1079.27998781129,1,"Stung Treng"
2010,0.154627428802462,2,1079.27998781129,1,"Stung Treng"
2011,0.0937438008296141,2,1079.27998781129,1,"Stung Treng"
2012,0.0708003059057052,2,1079.27998781129,1,"Stung Treng"
2013,0.0822527139353778,2,1079.27998781129,1,"Stung Treng"
2014,0.0472067070265504,2,1079.27998781129,1,"Stung Treng"
2015,0.0544352795946798,2,1079.27998781129,1,"Stung Treng"
2016,0.0437051122790348,2,1079.27998781129,1,"Stung Treng"
2017,0.0327590501828932,2,1079.27998781129,1,"Stung Treng"
2018,0.0373842777128162,2,1079.27998781129,1,"Stung Treng"
2019,0.0570874892180938,2,1079.27998781129,1,"Stung Treng"
2020,0.10558779253089,2,1079.27998781129,1,"Stung Treng"
1988,0.03887398330291,2,4678.91482882742,1,"Svay Rieng"
1989,0.0230560749809982,2,4678.91482882742,1,"Svay Rieng"
1990,0.0268827089796937,2,4678.91482882742,1,"Svay Rieng"
1991,0.134098340148781,2,4678.91482882742,1,"Svay Rieng"
1992,0.000117950809511605,2,4678.91482882742,1,"Svay Rieng"
1993,0.148630315514862,2,4678.91482882742,1,"Svay Rieng"
1994,0.130187299971272,2,4678.91482882742,1,"Svay Rieng"
1995,0.107808833597269,2,4678.91482882742,1,"Svay Rieng"
1996,0.0789016691195668,2,4678.91482882742,1,"Svay Rieng"
1997,0.0733243009090379,2,4678.91482882742,1,"Svay Rieng"
1998,0.0809715184963018,2,4678.91482882742,1,"Svay Rieng"
1999,0.0732106457680045,2,4678.91482882742,1,"Svay Rieng"
2000,0.060129061724705,2,4678.91482882742,1,"Svay Rieng"
2001,0.076414652992615,2,4678.91482882742,1,"Svay Rieng"
2002,0.0732044570643213,2,4678.91482882742,1,"Svay Rieng"
2003,0.0586796162230863,2,4678.91482882742,1,"Svay Rieng"
2004,0.0652883444563778,2,4678.91482882742,1,"Svay Rieng"
2005,0.0497651361080218,2,4678.91482882742,1,"Svay Rieng"
2006,0.094343003525354,2,4678.91482882742,1,"Svay Rieng"
2007,0.0947092620207472,2,4678.91482882742,1,"Svay Rieng"
2008,0.044597591512791,2,4678.91482882742,1,"Svay Rieng"
2009,0.0606264694751819,2,4678.91482882742,1,"Svay Rieng"
2010,0.0494405322338718,2,4678.91482882742,1,"Svay Rieng"
2011,0.0530126817284888,2,4678.91482882742,1,"Svay Rieng"
2012,0.0588744297400677,2,4678.91482882742,1,"Svay Rieng"
2013,0.0223794319339974,2,4678.91482882742,1,"Svay Rieng"
2014,0.0130284039073888,2,4678.91482882742,1,"Svay Rieng"
2015,0.0293544190043451,2,4678.91482882742,1,"Svay Rieng"
2016,0.0237053265159983,2,4678.91482882742,1,"Svay Rieng"
2017,0.0197799073383644,2,4678.91482882742,1,"Svay Rieng"
2018,0.0156597026694605,2,4678.91482882742,1,"Svay Rieng"
2019,0.0213705804677001,2,4678.91482882742,1,"Svay Rieng"
2020,0.0215480681536549,2,4678.91482882742,1,"Svay Rieng"
1981,1.71850079726273e-05,2,5691.18083665507,1,"Takeo"
1982,7.53725487450829e-08,2,5691.18083665507,1,"Takeo"
1983,4.95536343839097e-10,2,5691.18083665507,1,"Takeo"
1984,4.76603422722555e-12,2,5691.18083665507,1,"Takeo"
1985,1.47223966652227e-13,2,5691.18083665507,1,"Takeo"
1986,2.42751143113659e-14,2,5691.18083665507,1,"Takeo"
1987,3.18573568146919e-14,2,5691.18083665507,1,"Takeo"
1988,1.48520376833731e-12,2,5691.18083665507,1,"Takeo"
1989,5.80244174925752e-08,2,5691.18083665507,1,"Takeo"
1990,0.682948386751092,2,5691.18083665507,1,"Takeo"
1991,0.287221164937482,2,5691.18083665507,1,"Takeo"
1992,0.219413051970763,2,5691.18083665507,1,"Takeo"
1993,0.161227060608223,2,5691.18083665507,1,"Takeo"
1994,0.210544810006938,2,5691.18083665507,1,"Takeo"
1995,0.179935917464744,2,5691.18083665507,1,"Takeo"
1996,0.154953346898129,2,5691.18083665507,1,"Takeo"
1997,0.124957044834666,2,5691.18083665507,1,"Takeo"
1998,0.119254964595066,2,5691.18083665507,1,"Takeo"
1999,0.0901377168514827,2,5691.18083665507,1,"Takeo"
2000,0.0772300192926214,2,5691.18083665507,1,"Takeo"
2001,0.0311532381285706,2,5691.18083665507,1,"Takeo"
2002,0.102486530881961,2,5691.18083665507,1,"Takeo"
2003,0.0894786923387794,2,5691.18083665507,1,"Takeo"
2004,0.122308469327341,2,5691.18083665507,1,"Takeo"
2005,0.100352700840018,2,5691.18083665507,1,"Takeo"
2006,0.0329960269573466,2,5691.18083665507,1,"Takeo"
2007,0.128460416312684,2,5691.18083665507,1,"Takeo"
2008,0.109511655923329,2,5691.18083665507,1,"Takeo"
2009,0.0724296731519934,2,5691.18083665507,1,"Takeo"
2010,0.0504904952714245,2,5691.18083665507,1,"Takeo"
2011,0.0454539279501571,2,5691.18083665507,1,"Takeo"
2012,0.0644047841674076,2,5691.18083665507,1,"Takeo"
2013,0.0570968077162162,2,5691.18083665507,1,"Takeo"
2014,0.0387321353701151,2,5691.18083665507,1,"Takeo"
2015,0.0383678673841131,2,5691.18083665507,1,"Takeo"
2016,0.0319950307317822,2,5691.18083665507,1,"Takeo"
2017,0.0362565753259037,2,5691.18083665507,1,"Takeo"
2018,0.0414419691061449,2,5691.18083665507,1,"Takeo"
2019,0.0572219769498794,2,5691.18083665507,1,"Takeo"
2020,0.0715547324378303,2,5691.18083665507,1,"Takeo"
1966,0.0185909760085932,2,2907.15933576903,1,"Tboung Khmum"
1967,0.0759048389294373,2,2907.15933576903,1,"Tboung Khmum"
1968,0.0425277069531267,2,2907.15933576903,1,"Tboung Khmum"
1969,0.0632027076892414,2,2907.15933576903,1,"Tboung Khmum"
1970,4.35309540735058e-05,2,2907.15933576903,1,"Tboung Khmum"
1971,0.0560176126748743,2,2907.15933576903,1,"Tboung Khmum"
1972,0.0337150193211603,2,2907.15933576903,1,"Tboung Khmum"
1973,0.0225263048096703,2,2907.15933576903,1,"Tboung Khmum"
1974,0.0241096463892349,2,2907.15933576903,1,"Tboung Khmum"
1975,0.0253486002656318,2,2907.15933576903,1,"Tboung Khmum"
1976,0.0441834189524177,2,2907.15933576903,1,"Tboung Khmum"
1977,0.0379352124672191,2,2907.15933576903,1,"Tboung Khmum"
1978,0.000529589423821201,2,2907.15933576903,1,"Tboung Khmum"
1979,0.0447928160449476,2,2907.15933576903,1,"Tboung Khmum"
1980,0.0257786639906173,2,2907.15933576903,1,"Tboung Khmum"
1981,0.0440196974277283,2,2907.15933576903,1,"Tboung Khmum"
1982,2.33781422757571e-07,2,2907.15933576903,1,"Tboung Khmum"
1983,0.0477682877550325,2,2907.15933576903,1,"Tboung Khmum"
1984,0.0359581328819655,2,2907.15933576903,1,"Tboung Khmum"
1985,0.0422909991646775,2,2907.15933576903,1,"Tboung Khmum"
1986,0.000127889582574545,2,2907.15933576903,1,"Tboung Khmum"
1987,0.0428238814904708,2,2907.15933576903,1,"Tboung Khmum"
1988,0.016529344425864,2,2907.15933576903,1,"Tboung Khmum"
1989,0.0294135016393251,2,2907.15933576903,1,"Tboung Khmum"
1990,0.0406395427654916,2,2907.15933576903,1,"Tboung Khmum"
1991,0.0345926718192885,2,2907.15933576903,1,"Tboung Khmum"
1992,0.0461223777293407,2,2907.15933576903,1,"Tboung Khmum"
1993,0.0029947534158543,2,2907.15933576903,1,"Tboung Khmum"
1994,0.0393323547507029,2,2907.15933576903,1,"Tboung Khmum"
1995,0.0408303004853688,2,2907.15933576903,1,"Tboung Khmum"
1996,0.00389380424652286,2,2907.15933576903,1,"Tboung Khmum"
1997,0.0276089171688037,2,2907.15933576903,1,"Tboung Khmum"
1998,0.0423283834062994,2,2907.15933576903,1,"Tboung Khmum"
1999,0.00262159012368877,2,2907.15933576903,1,"Tboung Khmum"
2000,0.0125216318927514,2,2907.15933576903,1,"Tboung Khmum"
2001,0.0527770200871942,2,2907.15933576903,1,"Tboung Khmum"
2002,0.0293869159782628,2,2907.15933576903,1,"Tboung Khmum"
2003,0.0358043666274931,2,2907.15933576903,1,"Tboung Khmum"
2004,0.0496383112717756,2,2907.15933576903,1,"Tboung Khmum"
2005,0.067925133068039,2,2907.15933576903,1,"Tboung Khmum"
2006,0.0891755451918494,2,2907.15933576903,1,"Tboung Khmum"
2007,0.07998062228849,2,2907.15933576903,1,"Tboung Khmum"
2008,0.0690018624847659,2,2907.15933576903,1,"Tboung Khmum"
2009,0.0659719628762304,2,2907.15933576903,1,"Tboung Khmum"
2010,0.0618191346823995,2,2907.15933576903,1,"Tboung Khmum"
2011,0.0531890985570257,2,2907.15933576903,1,"Tboung Khmum"
2012,0.0379418487088176,2,2907.15933576903,1,"Tboung Khmum"
2013,0.0430252571925241,2,2907.15933576903,1,"Tboung Khmum"
2014,0.0324053925425501,2,2907.15933576903,1,"Tboung Khmum"
2015,0.0312230424351446,2,2907.15933576903,1,"Tboung Khmum"
2016,0.0219413398842675,2,2907.15933576903,1,"Tboung Khmum"
2017,0.0155015712366358,2,2907.15933576903,1,"Tboung Khmum"
2018,0.0212241671249391,2,2907.15933576903,1,"Tboung Khmum"
2019,0.023672117293874,2,2907.15933576903,1,"Tboung Khmum"
2020,0.0120310396129356,2,2907.15933576903,1,"Tboung Khmum"
1981,3.42444077284074e-13,2,134519.153966108,1,"national"
1982,1.67921549999276e-19,2,134519.153966108,1,"national"
1983,1.58947708570183e-12,2,134519.153966108,1,"national"
1984,0.0716873965654911,2,134519.153966108,1,"national"
1985,1.68789594356912e-15,2,134519.153966108,1,"national"
1986,1.06358213067932e-05,2,134519.153966108,1,"national"
1987,0.0836161302248992,2,134519.153966108,1,"national"
1988,0.0229395245157971,2,134519.153966108,1,"national"
1989,0.0766619621806815,2,134519.153966108,1,"national"
1990,0.11782286398184,2,134519.153966108,1,"national"
1991,0.226415402318104,2,134519.153966108,1,"national"
1992,0.000297629184589259,2,134519.153966108,1,"national"
1993,0.221451447327641,2,134519.153966108,1,"national"
1994,0.165880295675048,2,134519.153966108,1,"national"
1995,0.156969943272638,2,134519.153966108,1,"national"
1996,0.140879357104847,2,134519.153966108,1,"national"
1997,0.128027895618066,2,134519.153966108,1,"national"
